"key","en","fr","it","ja","ko","es","pt_BR","pl","de","ru","uk","zh_CN"
"SITE_ABOUT_BODY_1","A re-imagining of MOTHER with all new content, tweaks and remastered visuals. The soundtrack features remakes from the original game along with brand new pieces! The battle system is also built from the ground up to give each battle a more polished experience. The story adds more depth to the characters you love. The maps have no dead-ends or pesky mazes, and the world is filled with countless little touches to really bring Eagleland to life.","Une réinterprétation de MOTHER avec du contenu entièrement nouveau, de nombreux ajustements et des graphismes intégralement refaits. La bande-son inclut des réarrangements des thèmes du jeu original ainsi que de toutes nouvelles compositions ! Le système de combat est revu de fond en comble pour offrir une expérience plus aboutie. L’histoire apporte plus de profondeur aux personnages que vous aimez. Oubliez les impasses et autres labyrinthes interminables qui ponctuaient votre exploration, le monde est désormais agréable à parcourir et plus vivant que jamais grâce aux innombrables petites touches que nous lui apportons.","Una rivisitazione di MOTHER con contenuti e modifiche tutti nuovi e una grafica rimasterizzata. La colonna sonora presenta sia rifacimenti dei brani originali che pezzi nuovi di zecca! Anche il sistema di battaglia è stato ricostruito da zero per donare a ogni scontro un’esperienza più raffinata. La storia aggiunge più profondità ai personaggi che ami, le mappe non hanno più vicoli ciechi o strutture labirintiche e innumerevoli altre piccole chicche danno nuova vita al mondo di gioco.","* 初代MOTHERのリメイク
* まったく新しいコンテンツ、調整、リマスターされたドット絵
* サウンドトラックは、リメイク曲と新曲を備えている
* バトルシステムも一から作り直し、より洗練されたバトルが体験可能に！
* より濃厚なストーリーとさらに深みのあるキャラクター
* マップには行き止まりや迷路がなく、世界に命を吹き込むような細かな演出が随所に散りばめられている","완전히 새로워진 MOTHER를 상상해 보세요.
* 새로운 콘텐츠와 리마스터 된 그래픽
* 원작의 분위기를 유지하면서도 세련된 사운드트랙
* 더 나은 경험을 위해 재구성된 배틀 시스템
* 막다른 골목이나 성가신 미로가 없는 살아 숨 쉬는 듯이 디테일한 맵
* 깊이를 더한 스토리","Una reimaginación de MOTHER con nuevo contenido, retoques y gráficos remasterizados. La banda sonora incluye canciones del juego original y piezas totalmente nuevas. El sistema de batalla también se ha creado desde cero para que cada combate sea una experiencia más pulida. La historia añade más profundidad a los personajes que amas. El mapa no tiene callejones sin salida ni laberintos molestos, y el mundo está lleno de innumerables pequeños detalles que le dan vida al mundo.","Uma reimaginação de MOTHER com conteúdo completamente novo, melhorias e visuais aprimorados. A trilha sonora inclui músicas refeitas do jogo original, além de faixas totalmente inéditas! O sistema de batalha também foi refeito do zero para dar mais fluidez à jogabilidade. A história se aprofunda mais nos personagens que você ama, os mapas não têm mais becos sem saída ou labirintos chatos, e o mundo é cheio de pequenos detalhes que dão vida à América.","Odświeżona wersja gry MOTHER z zupełnie nową zawartością, poprawkami i zremasterowaną oprawą wizualną. Ścieżka dźwiękowa zawiera rearanżacje z oryginalnej gry oraz zupełnie nowe utwory! System walki również został zbudowany od podstaw, aby każda bitwa była bardziej dopracowana. Opowieść dodaje więcej głębi postaciom, które kochasz. Mapy nie mają ślepych zaułków ani irytujących labiryntów, a świat pełen jest niezliczonych drobiazgów, które naprawdę ożywiają Amerykę.","Eine Neuinterpretation von MOTHER mit völlig neuen Inhalten, Optimierungen und überarbeiteter Grafik. Der Soundtrack enthält Remakes aus dem Originalspiel sowie brandneue Stücke! Das Kampfsystem wurde ebenfalls von Grund auf neu gestaltet, um jeden Kampf zu einem ausgefeilten Erlebnis zu machen. Die Geschichte verleiht den Charakteren die du liebst, mehr Tiefe. Die Karten haben keine Sackgassen oder lästige Labyrinthe, und die Welt ist mit unzähligen kleinen Details ausgestattet, die Amerika wirklich zum Leben erwecken.","Это переосмысление видеоигры MOTHER с новым контентом, улучшениями и обновлённой графикой. Саундтрек, помимо ремиксов музыки из оригинальной игры, включает в себя ещё и несколько новых треков! Боевая система была создана с нуля, дабы каждая битва была ещё более проработанной и интересной, а сюжет теперь придаёт больше глубины вашим любимым персонажам. На картах нет тупиков или надоедающих лабиринтов, а мир наполнен бесчисленными деталями, которые по-настоящему оживят Америку!","Це — переосмислення відеогри MOTHER з новим змістом, покращеннями та оновленою графікою. Саундтрек, окрім реміксів треків з оригінальної гри, має зовсім нову музику! Система боїв перероблена з нуля, щоб кожна битва була цікавішою, а сюжет додає нової глибини улюбленим персонажам. На мапах немає глухих кутів чи набридливих лабіринтів, а світ заповнений нескінченними малими штрихами, що справді оживляють Америку!",""
"SITE_ABOUT_BODY_2","Originally beginning as the “MOTHER 30th Anniversary edition”, The scope of the project expanded to the point of becoming no longer a straight remake, but instead becoming a reimagining that intends to redesign the game for returning and new players alike!","Initié sous le nom de « MOTHER 30th Anniversary Edition », le projet a pris de l’ampleur au point de ne plus être un simple remake, mais plutôt une réinterprétation complète du jeu à l’attention des anciens joueurs et des nouveaux venus !","Originariamente nato come “MOTHER: Edizione per il 30º anniversario”, poi la portata del progetto si è ampliata ben oltre il semplice remake, fino a diventare una rivisitazione con lo scopo di riprogettare il gioco sia per i veterani che per i nuovi giocatori!","当初は「MOTHER30周年記念エディション」として開発されましたが、後にリマスター以上の、新旧のプレイヤーが共に楽しんでもらえるようなリメイクとして進化を果たしました！","《MOTHER 30th Anniversary Edition》로 시작된 이 프로젝트는 리마스터를 넘어 많은 유저들에게 새로운 경험을 줄 수 있는 리메이크로 확장됐습니다.","El proyecto, que originalmente comenzó como “MOTHER 30th Anniversary Edition” se amplió hasta el punto de dejar de ser un simple remake para convertirse en una reimaginación que pretende rediseñar el juego tanto para los jugadores veteranos como los venideros.","Iniciado originalmente como “MOTHER Edição de 30º Aniversário”, a premissa do projeto expandiu tanto que deixou de ser um remake direto e tornou-se uma reimaginação que busca recriar o jogo tanto para jogadores novos quanto para os veteranos!","Pierwotnie opracowywana jako „MOTHER 30th Anniversary Edition”, zakres projektu rozszerzył się do tego stopnia, że nie jest już prostym remakiem, ale zamiast tego staje się nowym wyobrażeniem, które zamierza przeprojektować grę zarówno dla weteranów, jak i nowych graczy!","Ursprünglich als ""MOTHER 30th Anniversary Edition"" gestartet, hat sich der Umfang des Projekts so weit ausgeweitet, dass es sich nicht mehr um ein reines Remake handelt, sondern um eine Neuinterpretation, die das Spiel sowohl für alte als auch für neue Spieler neu gestalten soll!","Изначально проект создавался как MOTHER 30th Anniversary edition, но его рамки расширились настолько, что он из простого ремейка превратился в переосмысление, цель которого — привлечь внимание как ветеранов, так и новых игроков!","Спочатку проект створювався як ""MOTHER 30th Anniversary edition"", але його рамки розширилися настільки, що він із простого рімейку перетворився на переосмислення, мета якого — привернути увагу як ветеранів, так і нових гравців!",""
"SITE_ABOUT_BODY_3","The game started development in RPG MAKER VX ACE. This engine allowed for easy development at first but once became troublesome when trying to execute our more ambitious plans. The game was then rebuilt in Godot and within a few months has already far exceeded the original RPG MAKER version. This change to Godot and leaving the code open source also leaves the game open to community-made ports to other systems. Many advanced effects that were impossible to do originally now shine on Godot.","Le développement du jeu a commencé sous RPG MAKER VX ACE. Ce moteur est simple d’utilisation, mais il a fini par s’avérer trop limité pour nous permettre de concrétiser nos plans amitieux. Le jeu a ensuite été refait sous Godot, et en l’espace de quelques mois, il surpassait déjà de loin la version originale sous RPG MAKER. C’est grâce à ce passage à Godot et à notre choix de publier le code source que les membres de la communauté pourront librement porter le jeu vers d’autres systèmes. Enfin, de nombreux effets visuels avancés qui étaient impossibles à réaliser au départ peuvent désormais s’exprimer pleinement sous Godot.","Lo sviluppo del gioco cominciò su RPG MAKER VX ACE. All’inizio questo motore consentì uno sviluppo semplice, ma iniziò a complicarsi quando i nostri piani si fecero più ambiziosi. Il gioco è stato quindi ricostruito in Godot e nel giro di pochi mesi aveva già superato di gran lunga la versione originale su RPG MAKER. Il passaggio a Godot e la scelta di lasciare il codice open source è utile anche per permettere alla community di portare il titolo su altre piattaforme. Molti effetti avanzati che erano impossibili da realizzare all’inizio, adesso splendono su Godot.","このゲームはRPG MAKER VX ACEで開発がスタートされました。このエンジンは、当初は開発しやすいものでありましたが、より大きな要素を実行しようとすると、開発が困難になりました。その後、このゲームはGodotで再構築され、数ヶ月のうちにオリジナルのRPG MAKER版をはるかに超えるものに進化しました。このGodotへの変更とコードのオープンソース化により、このゲームはコミュニティによる他システムへの移植にも可能になりました。元々不可能だった多くの高度なエフェクトが、Godot上で実現できました。","프로젝트 초기에는 RPG MAKER VX ACE로 개발되었습니다. 개발하기 쉽다는 장점이 있었지만 꿈을 이루기에는 부족했고 Godot으로 엔진을 변경했습니다. 그리고 단 몇 달 만에 기존 RPG MAKER 버전을 뛰어넘는 결과를 얻게 되며, 기존에는 불가능했던 것들도 Godot에서는 전부 가능해졌습니다. 또한 오픈 소스화 되면서 다른 시스템에 이식도 가능해졌습니다.","El juego empezó su desarrollo en RPG MAKER VX ACE. Este motor permitió un desarrollo fácil al principio, pero se le empezaban a ver las costuras cuando intentamos ejecutar nuestros planes más ambiciosos. Fue ahí cuando se decidió reconstruir el juego en Godot y en pocos meses ha superado con creces a la versión original de RPG MAKER. Este cambio a Godot y dejar el código abierto también deja el juego abierto a ports a otros sistemas hechos por la comunidad. Muchos efectos avanzados que eran considerados imposibles de hacer ahora son posibles con Godot.","O jogo começou seu desenvolvimento no RPG Maker VX Ace. Esta ferramenta permitiu uma facilidade no desenvolvimento no início, mas se tornou problemática ao tentar executar nossos planos mais ambiciosos. O jogo então foi refeito em Godot e, em poucos meses, ultrapassou a qualidade da versão inicial de RPG Maker. A mudança para Godot e a decisão de deixar o código aberto permitirá que ports sejam criados pela comunidade para diferentes sistemas. Muitos efeitos avançados que antes eram impossíveis agora brilham no Godot.","Prace nad grą rozpoczęły się w RPG MAKER VX ACE. Silnik ten pozwolił na łatwy rozwój na początku, ale stał się kłopotliwy, gdy próbowaliśmy zrealizować nasze bardziej ambitne plany. Gra została następnie przebudowana na silniku Godot i w ciągu kilku miesięcy znacznie przewyższyła oryginalną wersję z RPG MAKER-a. Zmiana silnika i pozostawienie otwartego kodu źródłowego pozostawia również grę otwartą na porty tworzone przez społeczność na inne systemy. Wiele zaawansowanych efektów, które pierwotnie były niemożliwe do wykonania, teraz błyszczą dzięki Godot.","Die Entwicklung des Spiels begann im RPG MAKER VX ACE. Diese Engine ermöglichte anfangs eine einfache Entwicklung, wurde aber irgendwann problematisch, als wir versuchten, unsere ehrgeizigeren Pläne umzusetzen. Das Spiel wurde dann in Godot neu aufgebaut und hat innerhalb weniger Monate die ursprüngliche RPG MAKER-Version bereits weit übertroffen. Der Wechsel zu Godot und die Offenlegung des Quellcodes lassen das Spiel auch offen für Portierungen durch die Community auf andere Systeme. Viele fortgeschrittene Effekte, die ursprünglich nicht möglich waren, glänzen jetzt auf Godot.","Разработка игры началась на движке RPG MAKER VX ACE. Он очень прост в использовании, однако чем амбициознее становились наши цели, тем больше он начинал нас сковывать. Позже игра была воссоздана на Godot и всего спустя несколько месяцев превзошла изначальную версию, созданную на RPG MAKER. Переход на Godot и решение сделать исходный код открытым также позволяют остальным членам сообщества портировать игру на другие системы. А многие сложные визуальные эффекты, которые изначально было невозможно сделать на старом движке, теперь красуются в игре благодаря Godot.","Розробка гри розпочалася у RPG MAKER VX ACE. Спочатку цей ігровий движок відчутно полегшував розробку, але став проблематичним тоді, коли ми намагалися виконати наші більш амбіціозні плани. Гра потім була перероблена на Godot і перевершила оригінальну версію на RPG MAKER лише через декілька місяців. Перехід на Godot і відкриття вихідного коду дозволили створення купи фанатських портів на інші системи. Багато продвинутих візуальних ефектів, які раніше були неможливі, тепер блищать саме завдяки Godot.",""
"SITE_ABOUT_BODY_4","*Did we mention the game will be open source?* Players will be able to easily create mods and translations. You can also use the code for your own fangames! (Just credit us though.)","*On vous a dit que le jeu serait open source ?* Les joueurs pourront facilement créer des mods et des traductions. Vous pourrez aussi réutiliser notre code pour vos propres fangames ! (Pensez simplement à nous créditer.)","*Abbiamo detto che il gioco sarà open source?* I giocatori potranno creare facilmente mod e traduzioni. Potrai anche riutilizzare il codice per i tuoi giochi amatoriali! (Basta che ci citi)","※このゲームはオープンソースですので、あなた自身のファンゲームにコードを使用することもできます！（ただ、私たちをクレジットに入れてください。）","※이 게임은 오픈 소스이므로, 당신의 팬 게임에 해당 작품의 코드를 사용할 수 있습니다! (저희를 크레딧에 넣어만 주세요.)","*¿Hemos mencionado que el juego será de código abierto?* Los jugadores podrán crear mods y traducciones fácilmente. También podrás usar el código para tus propios fangames (tan solo danos crédito).","*Já mencionamos que o código do jogo é aberto?* Jogadores poderão criar mods e traduções para o jogo facilmente. Você também poderá usar o código para seus próprios jogos! (Só não se esqueça de dar créditos a nós.)","*Czy wspominaliśmy już, że gra będzie open source?* Gracze będą mogli łatwo tworzyć mody i tłumaczenia. Można także użyć kodu do własnych gier fanowskich! (Wystarczy tylko o nas dać znać.)","*Haben wir schon erwähnt, dass das Spiel Open Source sein wird?* Die Spieler können ganz einfach Mods und Übersetzungen erstellen. Sie können den Code auch für eigene Fangames verwenden! (Nennt uns aber als Quelle.)","*Мы уже говорили, что игра будет с открытым исходным кодом?* Игроки с лёгкостью смогут создавать свои модификации и переводы. Также вы сможете использовать код для собственных фан-игр! (Только не забудьте указать нас.)","*Чи ми вже згадували, що гра матиме вікдритий код?* Гравці зможуть з легкістю створювати моди і переклади. Також, ви можете скористатися кодом для створення власних фан-ігор! (Лише не забудьте згадати про нас.)",""
"SITE_ABOUT_REQ_OS","OS","Système d’exploitation","SISTEMA OPERATIVO","対応OS","운영체제","SO","SO","System operacyjny","System","Операционная система","ОПЕРАЦІЙНА СИСТЕМА",""
"SITE_ABOUT_REQ_OS_DETAILS","Windows 7 and upwards, macOS 10.12 and upwards, any version of Linux","Windows 7 et versions ultérieures, macOS 10.12 et versions ultérieures, Linux toutes versions","Windows 7 e successivi, MacOS 10.12 e successivi, qualsiasi versione di Linux","Windows 7以上、macOS 10.12以上、Linux全バージョン","Windows 7 버전 이상, MacOS 10.12 버전 이상, Linux 모든 버전","Windows 7 en adelante, macOS 10.12 en adelante, cualquier versión de Linux","Windows 7 ou mais novo, macOS 10.12 ou mais novo, qualquer versão do Linux","Windows 7 lub nowszy, macOS 10.12 lub nowszy, dowolna wersja Linuksa","Windows 7 und höher, MacOS 10.12 und höher, jede Version von Linux","Windows 7 и выше, macOS 10.12 и выше, любая версия Linux","Windows 7 і вище, macOS 10.12 і вище, будь-яка версія Linux",""
"SITE_ABOUT_REQ_RAM","RAM","RAM","RAM","RAM","메모리","RAM","RAM","Pamięć RAM","RAM","Оперативная память","ОПЕРАТИВНА ПАМ'ЯТЬ",""
"SITE_ABOUT_REQ_RAM_DETAILS","2 GB","2 Go","2 GB","2 GB","2GB RAM","2 GB","2GB","2 GB","2 GB","2 ГБ","2 ГБ",""
"SITE_ABOUT_REQ_VIDEO","VIDEO CARD","Carte graphique","SCHEDA GRAFICA","グラフィックボード","그래픽 카드","TARJETA DE VÍDEO","PLACA DE VÍDEO","Karta graficzna","Grafikkarte","Видеокарта","ВІДЕОКАРТА",""
"SITE_ABOUT_REQ_VIDEO_DETAILS","OpenGL 2.1","Compatible OpenGL 2.1","OpenGL 2.1","OpenGL 2.1","OpenGL 2.1","OpenGL 2.1","OpenGL 2.1","Kompatybilna z OpenGL 2.1","OpenGL 2.1","Совместимость с OpenGL 2.1","З підтримкою OpenGL 2.1",""
"SITE_ABOUT_REQ_LANGUAGES","Languages","Langues","Lingue","言語","언어","Idiomas","Idiomas","Języki","Sprachen","Языки","Мови",""
"SITE_ABOUT_REQ_LANGUAGES_DETAILS","English, Japanese, French, Spain Spanish, Latin American Spanish, Brazilian Portuguese, Italian, German, Polish, Ukrainian, Russian, Korean","Anglais, japonais, français, espagnol d’Espagne, espagnol d’Amérique latine, portugais brésilien, italien, allemand, polonais, ukrainien, russe, coréen","Inglese, giapponese, francese, spagnolo (Spagna), spagnolo (America), Portoghese brasiliano, italiano, tedesco, polacco, ucraino, russo, coreano","英語、日本語、フランス語、スペイン語（スペイン）、スペイン語（ラテンアメリカ）、ポルトガル語（ブラジル）、イタリア語、ドイツ語、ポーランド語、ウクライナ語、ロシア語、韓国語","영어, 일본어, 프랑스어, 유럽 스페인어, 라틴 아메리카 스페인어, 브라질 포르투갈어, 이탈리아어, 독일어, 폴란드어, 우크라이나어, 러시아어, 한국어","Inglés, japonés, francés, español castellano, español latino, portugués brasileño, italiano, alemán, polaco, ucranio, ruso, coreano","Inglês, japonês, francês, espanhol da Espanha, espanhol hispano-americano, português brasileiro, italiano, alemão, polonês, ucraniano, russo, coreano","Angielski, japoński, francuski, hiszpański z Hiszpanii, hiszpański z Ameryki, portugalski brazylijski, włoski, niemiecki, polski, ukraiński, rosyjski, koreański","Englisch, Japanisch, Französisch, Spanisch, Lateinamerikanisch, Brasilianisches Portugiesisch, Italienisch, Deutsch, Polnisch, Ukrainisch, Russisch, Koreanisch","Английский, японский, французский, испанский, испанский (Латинская Америка), бразильский португальский, итальянский, немецкий, польский, украинский, русский, корейский","Англійська, японська, французська, іспанська, іспанська (Латинська Америка), бразильська португальська, італьянська, німецька, польська, українська, російська, корейська",""
"SITE_ABOUT_MUSIC_TITLE","Music","Musique","Musica","音楽","음악","Música","Música","Muzyka","Musik","Музыка","Музика",""
"SITE_ABOUT_MUSIC_INTRO","Music has always been an important aspect to the MOTHER series, and that hasn’t changed here in the slightest. Each song from the original game is given a brand new arrangement to really suit the goal of reimagining the game, but there are some new pieces too. Travel around with rocking tunes such as The Paradise Line and Roving Tank, and fight against various foes of retro, unsettling, or even alien natures.","La musique a toujours été un élément important de la série MOTHER, et nous sommes bien décidés à perpétuer cette tradition. Chaque thème issu du premier MOTHER a droit à un tout nouvel arrangement, conformément à l’objectif de réinterprétation du jeu, mais de nouvelles compositions sont aussi au programme. Accompagnez votre exploration du monde de musiques rock’n’roll telles que The Paradise Line ou Roving Tank, et affrontez toutes sortes d’ennemis au look rétro, dérangeant ou carrément extra-terrestre.","La musica è sempre stata un elemento fondamentale della serie di MOTHER e continua a esserlo anche qui. Ogni brano del gioco originale gode di un nuovissimo arrangiamento che rispecchia perfettamente l’obiettivo di rivisitare il gioco, ma non mancano composizioni del tutto nuove. Viaggia per il mondo ascoltando pezzi forti come The Paradise Line e Roving Tank, e combatti nemici variegati dall’aspetto rétro, inquietante o persino alieno.","音楽はMOTHERシリーズにとって常に重要な要素であり、それは本作でも同じです。原作の各曲は、ゲームのリメイクという目標にぴったり合うよう、まったく新しいアレンジが施されていますが、新しい楽曲もいくつかあります。THE PARADISE LINEやTANKのようなロックな曲で冒険を進めて、レトロで不穏な、あるいは宇宙人のような様々な敵と戦いましょう。","음악은 MOTHER 시리즈에 있어 항상 중요한 부분이었고, 본 작품에서도 마찬가지입니다. 원작 곡들의 분위기를 유지하면서도 세련되게 어레인지 되었고, 새로운 음악도 포함돼 있습니다. THE PARADISE LINE이나 TANK 같은 록 음악을 포함한 다양한 장르의 음악을 들으며 모험을 떠나세요!","La música siempre ha sido un aspecto importante de MOTHER, y aquí no será excepción. Cada una de las canciones del juego original recibe un arreglo para adaptarse al objetivo de reimaginar el juego, pero también hay algunas piezas nuevas. Viaja con melodías rockeras como The Paradise Line y Roving Tank, y lucha contra varios enemigos de naturaleza retro, inquietante o incluso alienígena.","Música sempre foi um aspecto importante para a série MOTHER, e isso não mudou nem um pouco em nosso projeto. Todas as músicas originais receberam um novo arranjo para combinar com o intuito de reimaginar o jogo, mas também há algumas músicas inéditas. Viaje ao som de The Paradise Line e Roving Tank, e lute contra vários inimigos de natureza retrô, perturbadora ou até alienígena.","Muzyka zawsze była ważnym aspektem serii MOTHER i nie zmieniło się to w najmniejszym stopniu. Każdy utwór z oryginalnej gry otrzymał zupełnie nową aranżację, aby naprawdę pasowała do celu, jakim jest ponowne wyobrażenie sobie gry, ale jest też kilka nowych utworów. Podróżuj w rytm takich utworów jak The Paradise Line i Roving Tank i walcz z różnymi wrogami w stylu retro, niepokojącymi, a nawet obcymi.","Die Musik war schon immer ein wichtiger Aspekt der MOTHER-Serie und das hat sich auch hier nicht geändert. Jeder Song aus dem Originalspiel wurde neu arrangiert, um dem Ziel der Neuinterpretation des Spiels gerecht zu werden, aber es gibt auch einige neue Stücke. Reise mit rockigen Melodien wie ""The Paradise Line"" und ""Roving Tank"" umher und kämpfe gegen verschiedene Feinde, die nostalgisch, beunruhigend oder sogar außerirdisch sind.","Музыка всегда была неотъемлемой частью серии MOTHER, и наш проект не стал обходить её стороной. Каждый трек из оригинала получил новую аранжировку, подходящую под наше переосмысление игры, но также вы услышите и несколько новых треков. Путешествуйте по миру под такие заводные мелодии, как The Paradise Line и Roving Tank, а также сразитесь с разношёрстными противниками: одни в стиле ретро, вторые вызывают тревогу, а третьи — вообще с другой планеты!","Музика завжди була невід'ємною частиною серії ігор MOTHER, і у нашому проекті це ні краплі не змінилося. Кожен трек з оригіналу отримав власне аранжування, дійсно відповідаюче нашому переосмисленню гри; окрім цього з'явилися і нові композиції. Подорожуйте під такі запальні мелодії, як The Paradise Line і Roving Tank, а також боріться проти різних ворогів: одні — у стилі ретро, інші — моторошні, а деякі — взагалі інопланетні прибульці!",""
"SITE_ABOUT_MUSIC_CREDITS","Be sure to check out [Owen (@McThrillington)](https://twitter.com/McThrillington) and [Copper (@copperthejackal)](https://twitter.com/copperthejackal).","Retrouvez [Owen (@McThrillington)](https://twitter.com/McThrillington) et [Copper (@copperthejackal)](https://twitter.com/copperthejackal) sur Twitter.","Dai un’occhiata ai profili di [Owen (@McThrillington)](https://twitter.com/McThrillington) e [Copper (@copperthejackal)](https://twitter.com/copperthejackal).","[Owen (@McThrillington)](https://twitter.com/McThrillington)と[Copper (@copperthejackal)](https://twitter.com/copperthejackal)のSNSもぜひチェックしてください。","[Owen (@McThrillington)](https://twitter.com/McThrillington) 과 [Copper (@copperthejackal)](https://twitter.com/copperthejackal)의 SNS도 방문해 보세요.","No olvides visitar las cuentas de Twitter de [Owen (@McThrillington)](https://twitter.com/McThrillington) y [Copper (@copperthejackal)](https://twitter.com/copperthejackal).","Dê uma olhada nos trabalhos de [Owen (@McThrillington)](https://twitter.com/McThrillington) e [Copper (@copperthejackal)](https://twitter.com/copperthejackal).","Koniecznie sprawdź profil [Owena (@McThrillington)](https://twitter.com/McThrillington) i [Coppera (@copperthejackal)](https://twitter.com/copperthejackal).","Besuche unbedingt [Owen (@McThrillington)](https://twitter.com/McThrillington) und [Copper (@copperthejackal)](https://twitter.com/copperthejackal).","Обязательно загляните к [Owenʼу (@McThrillington)](https://twitter.com/McThrillington) и [Copperʼу (@copperthejackal)](https://twitter.com/copperthejackal).","Обов'язково загляньте до [Owenʼа (@McThrillington)](https://twitter.com/McThrillington) та [Copperʼа (@copperthejackal)](https://twitter.com/copperthejackal).",""
"SITE_ABOUT_MUSIC_OWEN_FACT","(Owen is currently accepting music commissions)","(Owen accepte actuellement les commissions pour des compositions)","(Owen al momento accetta commissioni musicali)","(Owenは現在作曲依頼を受け付けています）","(Owen은 현재 커미션을 받고 있습니다.)","(Actualmente, Owen está aceptando comisiones musicales)","(Owen está aceitando comissões de música no momento)","(Owen przyjmuje obecnie zlecenia muzyczne)","(Owen nimmt derzeitig Musikaufträge an)","(В данный момент Owen принимает заказы на музыку.)","(Owen нині приймає замовлення на музику)",""
"SITE_ABOUT_MUSIC_COPPER_FACT","(Check out CopperTheJackal’s game, Hypersomnia)","(Découvrez Hypersomnia, le jeu de CopperTheJackal)","(Dai un’occhiata a Hypersomnia, il gioco di CopperTheJackal)","(CopperTheJackalのゲーム「Hypersomnia」を見てみましょう)","(CopperTheJackal의 게임 Hypersomnia도 한번 살펴보세요.)","(Échale un vistazo a Hypersomnia, el juego de CopperTheJackal)","(Dê uma olhada no jogo de CopperTheJackal, Hypersomnia)","(Sprawdź grę Hypersomnia, nad którą pracuje CopperTheJackal)","(Schau dir auch CopperTheJackals Spiel ""Hypersomnia"" an)","(Взгляните на игру CopperTheJackalʼа — Hypersomnia.)","(Зверніть увагу на гру CopperTheJackalʼа — Hypersomnia)",""
"SITE_ABOUT_MUSIC_PLAYER","Your browser does not support the audio element.","Votre navigateur ne prend pas en charge la lecture audio.","Il tuo browser non supporta l’elemento audio.","お使いのブラウザはオーディオ要素をサポートしていません。","이 브라우저에서는 오디오 재생을 지원하지 않습니다.","Tu navegador no es compatible con este elemento de audio.","O seu navegador não é compatível com este elemento de áudio.","Twoja przeglądarka nie obsługuje elementu audio.","Dein Browser unterstützt das Audio-Element nicht.","Ваш браузер не поддерживает элемент аудио.","Ваш браузер не підтримує аудіо елемент.",""
"SITE_ABOUT_SONG_MOTHER_EARTH","Mother Earth","Mother Earth","Mother Earth","MOTHER EARTH","Mother Earth","Mother Earth","Mother Earth","Mother Earth","Mother Earth","Mother Earth","Mother Earth",""
"SITE_ABOUT_SONG_YOUR_NAME","Your Name Please","Your Name Please","Your Name Please","OKですか","Your Name Please","Your Name Please","Your Name Please","Your Name Please","Your Name Please","Your Name Please","Your Name Please",""
"SITE_ABOUT_SONG_HEROS_HOUSE","Hero’s House","Hero’s House","Hero’s House","MY HOME","Hero's House","Hero’s House","Hero’s House","Hero’s House","Hero’s House","Hero’s House","Hero’s House",""
"SITE_ABOUT_SONG_POLLYANNA","I Believe in You (Pollyanna)","I Believe in You (Pollyanna)","I Believe in You (Pollyanna)","POLLYANNA (I BELIEVE IN YOU)","Pollyanna (I Believe in You)","I Believe in You (Pollyanna)","I Believe in You (Pollyanna)","I Believe in You (Pollyanna)","I Believe in You (Pollyanna)","I Believe in You (Pollyanna)","I Believe in You (Pollyanna)",""
"SITE_ABOUT_SONG_BATTLE_FLIPPANT","Battle Against a Flippant Foe","Battle Against a Flippant Foe","Battle Against a Flippant Foe","BATTLE THEME1","Battle Against a Flippant Foe","Battle Against a Flippant Foe","Battle Against a Flippant Foe","Battle Against a Flippant Foe","Battle Against a Flippant Foe","Battle Against a Flippant Foe","Battle Against a Flippant Foe",""
"SITE_ABOUT_SONG_BATTLE_RETRO","Battle Against a Retro Enemy","Battle Against a Retro Enemy","Battle Against a Retro Enemy","BATTLE THEME3","Battle Against a Retro Enemy","Battle Against a Retro Enemy","Battle Against a Retro Enemy","Battle Against a Retro Enemy","Battle Against a Retro Enemy","Battle Against a Retro Enemy","Battle Against a Retro Enemy",""
"SITE_ABOUT_MUSIC_LINK","Listen to the full OST here!","Écoutez la bande-son complète ici !","Ascolta l’intera colonna sonora qui!","残りのOSTはこちらで聞けます！","여기서 전체 OST를 들어보세요!","¡Escucha toda la BSO aquí!","Escute a trilha sonora aqui!","Posłuchaj ścieżki dźwiękowej tutaj!","Vollständigen Soundtrack hier hören!","Послушайте весь саундтрек здесь!","Слухайте весь саундтрек тут!",""
"SITE_ABOUT_FAQ_TITLE","FAQ","Foire aux questions","Domande frequenti","FAQ","FAQ","Preguntas frecuentes","Perguntas Frequentes","Często zadawane pytania","FAQ","FAQ (Часто задаваемые вопросы)","FAQ (Популярні питання)",""
"SITE_ABOUT_FAQ_Q1","Is MOTHER: Encore an officially licensed Nintendo game?","Est-ce que MOTHER: Encore est un jeu sous licence officielle Nintendo ?","MOTHER: Encore è un gioco autorizzato ufficialmente da Nintendo?","MOTHER：Encoreは任天堂の公式ゲームですか？","MOTHER: Encore는 닌텐도의 정식 라이선스를 받은 게임인가요?","¿Es MOTHER: Encore un juego con licencia oficial de Nintendo?","MOTHER: Encore é um jogo licenciado oficialmente pela Nintendo?","Czy MOTHER: Encore jest oficjalnie licencjonowaną grą Nintendo?","Ist MOTHER: Encore ein offiziell lizenziertes Nintendo-Spiel?","MOTHER: Encore лицензирована компанией Nintendo?","Чи MOTHER: Encore офіційно ліцензована гра Nintendo?",""
